item,filename,sentence,verb,transitivity
ball-drop-IN,ball-drop-no-bounce-IN.mp4,A toy grenade falls onto the table.,['fall'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,the ball fell on the yellow paper,['fall'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,An object fell.,['fall'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,The green object falls down from above.,['fall'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,A squishy ball fell onto the table.,['fall'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,a ball fell in front of the man,['fall'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,A ball falls onto a table,['fall'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,A ball in a sack fell from above the man.,['fall'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,The ball fell onto the table,['fall'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,A green ball dropped on a yellow folder,['drop'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,An object was dropped onto the table,['drop'],1
ball-drop-IN,ball-drop-no-bounce-IN.mp4,A ball drops.,['drop'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,The green ball dropped on the table.,['drop'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,The green ball dropped on the table.,['drop'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,A ball drops in front of the man.,['drop'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,The ball was dropped.,['drop'],0
ball-drop-IN,ball-drop-no-bounce-IN.mp4,The lemon drops in front of the man.,['drop'],0
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,A ball was tossed and knocked over the water bottle in front of Jack.,"['toss', 'knock']",1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,A thrown orange ball knocked a water bottle over in front of Jack.,"['throw', 'knock']",1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,A ball was thrown that knocked over a bottle,"['throw', 'knock']",1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,bakk was thrown and knocked over bottle containing liquied,"['throw', 'knock', 'contain', 'liquid']",1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,The ball strikes the object and knocks it over.,"['strike', 'knock']",1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,A ball knocked over the bottle.,['knock'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,A ball knocks over a bottle.,['knock'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,The ball knocked over the bottle.,['knock'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,A ball knocked down the bottle.,['knock'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,A ball knocks over a bottle.,['knock'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,A ball knocks over the bottle.,['knock'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,A ball knocked over a bottle.,['knock'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,A ball knocked over the bottle.,['knock'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,An orange ball knocks over a water bottle,['knock'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,A ball knocks over a water bottle.,['knock'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,The ball knocks over the bottle.,['knock'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,The water bottle is knocked over by an orange ball being thrown at it.,"['knock', 'throw']",1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,The bottle was hit with the ball,['hit'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,the water bottle was hit with a ball.,['hit'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,The ball hit the bottle across the room.,['hit'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,the ball hit the bottle,['hit'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,The ball hit the water bottle.,['hit'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,the ball hit the bottle,['hit'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,The ball hit the bottle.,['hit'],1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,The ball hit the bottle and knocked it over.,"['hit', 'knock']",1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,a ball hit the water bottle and knocked it over,"['hit', 'knock']",1
ball-hit-waterbottle-TR,ball-hit-waterbottle-IN-TR.mp4,The object flies into the water bottle.,['fly'],0
ball-roll-IN,ball-roll-IN.mp4,Ball rolls by in front of the man,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,An Orange ball rolled past Jack.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,The ball rolled across the table.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,A ball rolls across the table.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,The ball rolled on the table.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,The object rolls across the table.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,a ball rolled across the table,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,The ball rolls across the table.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,A ball rolls across the table.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,A ball rolls across the table.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,An orange ball rolls across the table.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,A ball rolled across the table in front of the man.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,the ball rolled,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,A ball rolled across a table.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,The ball was rolled.,['roll'],1
ball-roll-IN,ball-roll-IN.mp4,The orange ball rolls past Jack.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,The ball rolled across the table.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,The orange ball rolled across the table in front of Jack.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,An orange ball rolls in front of the man,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,an orange is rolling over the desk in front of the man,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,the orange ball rolled by seated boy,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,A ball rolls across a table.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,A ball rolled in front of the man.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,The ball rolls on the table.,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,the ball rolled across the table,['roll'],0
ball-roll-IN,ball-roll-IN.mp4,The ball rolled from right to left,"['roll', 'leave']",0
ball-roll-IN,ball-roll-IN.mp4,The ball moved across the table.,['move'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon shrunk.,['shrink'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,A balloon shrunk.,['shrink'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon shrunk.,['shrink'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon ran out of air while the man remained motionless,['run'],1
balloon-deflate-IN,balloon-deflate-IN.mp4,the balloon was losing air,['lose'],1
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon lost its air.,['lose'],1
balloon-deflate-IN,balloon-deflate-IN.mp4,The air was let out of a balloon.,['let'],1
balloon-deflate-IN,balloon-deflate-IN.mp4,air leaked from baloon,['leak'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,Air escapes from a balloon in front of the man.,['escape'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The air escaped out of a balloon.,['escape'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,THe red balloon disapated.,['dissipate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon deflated,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,the red balloon deflated in front of the man,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The red balloon deflates.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The red balloon deflates in front of the man.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon deflated in front of Jack.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon deflated.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,red balloon gradually deflates on its own,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon deflated.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon deflates.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon deflated.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,A balloon deflates.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,the balloon deflated,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon deflates.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon deflates.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The red balloon deflated.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon deflated.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The balloon deflated.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The red balloon deflated in front of the man.,['deflate'],0
balloon-deflate-IN,balloon-deflate-IN.mp4,The red balloon deflated until all the air was gone from it.,"['deflate', 'go']",0
book-fall-over-IN,book-fall-over-IN.mp4,"A book standing up, falls over.","['stand', 'fall']",0
book-fall-over-IN,book-fall-over-IN.mp4,An upright book fell over on a table.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,Book falls in front of the man,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell over,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell over.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell over.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book falls down on the table.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,a book fell over onto the table,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book falls down.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,A book falls over.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell in front of the man.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,A book falls over.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell over in front of the man.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,the book fell over,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell over,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The orange book falls over.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell down on the table in front of Jack.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell to the table,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,the book fell in front of the man,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,the book fell down in front of the boy seated,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,A book falls.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell over in front of the man.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book falls over.,['fall'],0
book-fall-over-IN,book-fall-over-IN.mp4,The book fell over on the table,['fall'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The jar toppled over after being tugged by a string.,"['topple', 'tug']",0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The jar tipped over.,['tip'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The jar tipped over.,['tip'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,A bottle of tops tips over and the tops spill onto the table.,"['tip','spill']",0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The bottle spilled over,['spill'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The jar spilled over.,['spill'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The man spills some bottle caps.,['spill'],1
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,the bottle tops spilled on the table,['spill'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The objects spill.,['spill'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,A jar of buttons spilled.,['spill'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,A jar spilled.,['spill'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The jar spilled the buttons.,['spill'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,jar was spilled,['spill'],1
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The jar's contents spilled onto the table in front of the man.,['spill'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The contents of the jar spilled out when it fell over.,"['spill', 'fall']",0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,a string pulled over the jar of objects in front of the man,['pull'],1
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The string pulls the bottle down.,['pull'],1
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,A jar of buttons gets pulled over,['pull'],1
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,the jar of bottle caps was pulled over by a string,['pull'],1
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,"Jar of buttons is pulled by fishing line and falls over, its contents spilling onto table","['pull', 'fall', 'spill']",1
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The buttons flew out of the jar.,['fly'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,a jar of buttons fell in front of the man,['fall'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The button jar falls over.,['fall'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,the jar fell over,['fall'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The cup fell over.,['fall'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The jar of caps fell over.,['fall'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,A jar of buttons fell over.,['fall'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The jar fell over,['fall'],0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The jar of buttons falls over when pulled by a string.,"['fall', 'pull']",0
bottle-caps-spill-IN,bottle-caps-spill-IN.mp4,The jar fell over in front of jack and objects fell out of it.,"['fall', 'fall']",0
bounce-ball-TR,bounce-ball-TR.mp4,The man dribbles the orange ball.,['dribble'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man dribbled the ball on the table.,['dribble'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man is dribbling the ball on the table.,['dribble'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man dribbles.,['dribble'],
bounce-ball-TR,bounce-ball-TR.mp4,man dribbling the ball on table,['dribble'],1
bounce-ball-TR,bounce-ball-TR.mp4,a man bounced a ball,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,the man bounced the ball up and down,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man bounced the ball,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,Jack bounces the ball.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,Jack bounced the ball.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man bounced the ball.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,Man bounces red ball on table,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,Jack bounced a ball.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,he bounced the ball,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man bounces a ball on the table.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man is bouncing a ball.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man bounched the ball.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,A man bounces a ball.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man repeatedly bounced the balloon on the table.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,Jack bounced a ball on the table,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man bounced the ball.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,A ball is bounced on a table.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man bounced a balloon.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man bounced a ball on the table.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man bounces a ball on a tabletop.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man bounced a ball.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man is bouncing the ball.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man bounced the ball on the table.,['bounce'],1
bounce-ball-TR,bounce-ball-TR.mp4,The man bounced the orange ball on the table in front of himself using his right hand.,"['bounce', 'use']",1
box-move-IN,box-move-IN.mp4,The box slid across the table.,['slide'],0
box-move-IN,box-move-IN.mp4,The box slid across the table.,['slide'],0
box-move-IN,box-move-IN.mp4,The box slid across the table.,['slide'],0
box-move-IN,box-move-IN.mp4,The box slides across the table.,['slide'],0
box-move-IN,box-move-IN.mp4,A box slides across the table,['slide'],0
